author,content,created_at,headline,id,images,source,summary,symbols,updated_at,url
Benzinga Newsdesk,,2024-10-30T19:45:50Z,"CDC Says As Of October 30, 90 People Infected With The Outbreak Strain Of E. Coli O157:H7 Have Been Reported From 13 U.S. States",41635250,[],benzinga,,"['MCD', 'SPY']",2024-10-30T19:45:50Z,https://www.benzinga.com/news/24/10/41635250/cdc-says-as-of-october-30-90-people-infected-with-the-outbreak-strain-of-e-coli-o157-h7-have-been-re
RIPS,,2024-10-30T19:27:15Z,"Market Clubhouse Morning Memo - October 30th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)",41634863,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/market-clubhouse-morning-memo_317.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/market-clubhouse-morning-memo_317.png'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/market-clubhouse-morning-memo_317.png'}]",benzinga,"Good Morning Traders! In today&#39;s Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.","['AAPL', 'GOOGL', 'META', 'MSFT', 'NVDA', 'QQQ', 'SPY', 'TSLA']",2024-10-30T19:27:59Z,https://www.benzinga.com/markets/24/10/41634863/market-clubhouse-morning-memo-october-30th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-meta
The Arora Report,,2024-10-30T19:25:31Z,"AMD Earnings Show Power Of Nvidia Software, ADP Data Defies Expectations",41634837,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/10/30/chris-liverani-dBI-My696Rk-unsplash-3.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/10/30/chris-liverani-dBI-My696Rk-unsplash-3.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/10/30/chris-liverani-dBI-My696Rk-unsplash-3.jpeg'}]",benzinga,"To gain an edge, this is what you need to know today.","['AAPL', 'ADP', 'AMD', 'AMZN', 'BTCUSD', 'GLD', 'GOOG', 'LLY', 'META', 'MSFT', 'NVDA', 'NVO', 'QQQ', 'SLV', 'SMCI', 'SPY', 'TSLA']",2024-10-30T19:25:33Z,https://www.benzinga.com/general/market-summary/24/10/41634837/amd-earnings-show-power-of-nvidia-software-adp-data-defies-expectations
Benzinga Newsdesk,,2024-10-30T18:38:10Z,White House Says It Is Working With State Officials To Provide Replacement Ballots After Ballot Boxes Burned; Says Destruction Of Ballot Boxes Is Unacceptable; FBI Will Investigate Destruction Of Ballot Boxes,41633662,[],benzinga,,"['DJT', 'SPY']",2024-10-30T18:38:11Z,https://www.benzinga.com/news/24/10/41633662/white-house-says-it-is-working-with-state-officials-to-provide-replacement-ballots-after-ballot-boxe
Benzinga Newsdesk,,2024-10-30T18:27:56Z,"White House Says Iran Should Not Respond To Israel's Retaliation; If Iran Does Respond, U.S. Will Support Israel",41633427,[],benzinga,,"['EIS', 'ISRA', 'SPY', 'USO']",2024-10-30T18:27:57Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41633427/white-house-says-iran-should-not-respond-to-israels-retaliation-if-iran-does-resp
Piero Cingari,,2024-10-30T17:35:06Z,"Wall Street Mixed, Semiconductors Tumble As AMD Disappoints, Alphabet Rallies, SMCI Plummets: What's Driving Markets Wednesday?",41632224,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/10/30/semiconductor.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/10/30/semiconductor.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/10/30/semiconductor.jpeg'}]",benzinga,Wall Street experienced a mixed trading session on Wednesday as investors weigh a batch of corporate earnings and fresh economic data.,"['ABBV', 'ADP', 'AMD', 'AMGN', 'BKNG', 'BTCUSD', 'CAT', 'CB', 'CMG', 'DIA', 'GRMN', 'IWM', 'LLY', 'MDLZ', 'META', 'MSFT', 'QQQ', 'RDDT', 'SMCI', 'SNAP', 'SOXX', 'SPY', 'V', 'XLC', 'XLK', 'XLU']",2024-10-30T17:41:37Z,https://www.benzinga.com/markets/cryptocurrency/24/10/41632224/wall-street-mixed-semiconductors-tumble-as-amd-disappoints-alphabet-rallies-smci-plummets-
Benzinga Newsdesk,,2024-10-30T17:34:14Z,LIVE: Watch Donald Trump Deliver Remarks At A Campaign Rally In North Carolina,41632216,[],benzinga,,"['DJT', 'SPY']",2024-10-30T17:34:15Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41632216/live-watch-donald-trump-deliver-remarks-at-a-campaign-rally-in-north-carolina
Benzinga Newsdesk,,2024-10-30T17:05:19Z,USDA Says H5N1 Bird Flu Detected In Swine For The First Time In U.S. In Oregon Backyard Farm; There Is No Concern About Safety Of The Nation's Pork Supply As A Result Of This Finding On HPAI Detections In Oregon Backyard Farm,41631532,[],benzinga,,"['GSK', 'NVAX', 'NVS', 'SNY', 'SPY']",2024-10-30T17:05:20Z,https://www.benzinga.com/general/biotech/24/10/41631532/usda-says-h5n1-bird-flu-detected-in-swine-for-the-first-time-in-u-s-in-oregon-backyard-farm-there
Benzinga Newsdesk,,2024-10-30T17:03:15Z,USDA To Begin Bulk Milk Testing For Bird Flu Nationwide Following Pressure From Industry And Veterinary Groups; New Effort Aims To Curb Rapid Spread Among Dairy Herds,41631464,[],benzinga,,"['GSK', 'NVAX', 'NVS', 'SNY', 'SPY']",2024-10-30T17:03:15Z,https://www.benzinga.com/news/24/10/41631464/usda-to-begin-bulk-milk-testing-for-bird-flu-nationwide-following-pressure-from-industry-and-veterin
Benzinga Newsdesk,,2024-10-30T17:00:25Z,"WATCH LIVE: Harris holds campaign rally in Raleigh, North Carolina",41631340,[],benzinga,,['SPY'],2024-10-30T17:00:25Z,https://www.benzinga.com/news/24/10/41631340/watch-live-harris-holds-campaign-rally-in-raleigh-north-carolina
Benzinga Newsdesk,,2024-10-30T14:31:41Z,USA Gasoline Inventories Draw 0.259M; Build Of 0.666M Barrels Prior,41626826,[],benzinga,,"['SPY', 'USO']",2024-10-30T14:31:41Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41626826/usa-gasoline-inventories-draw-0-259m-build-of-0-666m-barrels-prior
Benzinga Newsdesk,,2024-10-30T14:30:50Z,EIA Weekly Distillates Stocks Draw Of 0.977M Vs A Draw Of 1.590M Barrels Est.; Draw Of 1.140M Barrels Prior,41626782,[],benzinga,,"['SPY', 'USO']",2024-10-30T14:30:50Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41626782/eia-weekly-distillates-stocks-draw-of-0-977m-vs-a-draw-of-1-590m-barrels-est-draw
Benzinga Newsdesk,,2024-10-30T14:30:27Z,USA Crude Oil Inventories Draw Of 0.515M Vs A Build Of 1.500M Barrels Est.; Build Of 5.474M Barrels Prior,41626762,[],benzinga,,"['SPY', 'USO']",2024-10-30T14:30:28Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41626762/usa-crude-oil-inventories-draw-of-0-515m-vs-a-build-of-1-500m-barrels-est-build-o
Benzinga Newsdesk,,2024-10-30T14:24:14Z,"President Biden Highlights Economic Growth In Third Quarter 2024 GDP Statement, Citing 12.6% Growth Since Taking Office, Record Job Creation, And Inflation Control Without Recession; Criticizes GOP's Tariff Proposal, Emphasizes Focus On Lowering Costs For Families And Growing Economy From Middle Out",41626609,[],benzinga,,['SPY'],2024-10-30T14:24:15Z,https://www.benzinga.com/general/macro-notification/24/10/41626609/president-biden-highlights-economic-growth-in-third-quarter-2024-gdp-statement-citing-
Benzinga Newsdesk,,2024-10-30T14:04:17Z,USA Pending Home Sales (MoM) For September 7.4% Vs 1.9% Est.; 0.6% Prior,41626001,[],benzinga,,"['BZH', 'CCS', 'DHI', 'JOE', 'KBH', 'MDCE', 'MHO', 'MTH', 'NVR', 'PHM', 'SPY', 'TMHC', 'TOL', 'TPH']",2024-10-30T14:04:18Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41626001/usa-pending-home-sales-mom-for-september-7-4-vs-1-9-est-0-6-prior
Benzinga Newsdesk,,2024-10-30T14:03:20Z,"U.S. Supreme Court Allows Virginia To Remove Some 1,600 People From Voter Rolls That State Said Were Noncitizens",41625982,[],benzinga,,['SPY'],2024-10-30T14:03:20Z,https://www.benzinga.com/news/24/10/41625982/u-s-supreme-court-allows-virginia-to-remove-some-1-600-people-from-voter-rolls-that-state-said-were
Benzinga Newsdesk,,2024-10-30T13:48:49Z,"White House Official Notes Key Costs Must Be Lowered But Sees Progress; Expects Lower Payroll Numbers This Week Due To Hurricanes And Strikes, While Emphasizing Resilient Labor Market",41625631,[],benzinga,,['SPY'],2024-10-30T13:48:49Z,https://www.benzinga.com/news/24/10/41625631/white-house-official-notes-key-costs-must-be-lowered-but-sees-progress-expects-lower-payroll-numbers
Benzinga Newsdesk,,2024-10-30T13:21:55Z,UK's Reeves To Freeze Fuel Duty Next Year And Raise Tax On Private Equity Carried Interest To 32%,41625059,[],benzinga,,"['SPY', 'VGK']",2024-10-30T13:21:56Z,https://www.benzinga.com/general/macro-notification/24/10/41625059/uks-reeves-to-freeze-fuel-duty-next-year-and-raise-tax-on-private-equity-carried-inter
Piero Cingari,,2024-10-30T12:46:44Z,"US Economy Grows Less Than Expected In Q3, Yet Private Employment Soars By 233,000 In October",41623984,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/10/30/Construction-site_0.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/10/30/Construction-site_0.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/10/30/Construction-site_0.jpeg'}]",benzinga,"US economy grew at 2.8% in Q3, below expectations. ADP report shows strong job growth in October, indicating resilient hiring despite recent challenges.","['SPY', 'UUP']",2024-10-30T12:57:32Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41623984/us-economy-grows-less-than-expected-in-q3-yet-private-employment-soars-by-233-000
Benzinga Newsdesk,,2024-10-30T12:30:21Z,USA Core PCE Prices (Q3) 2.20% Vs 2.10% Est.; 2.80% Prior,41623391,[],benzinga,,['SPY'],2024-10-30T12:30:22Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41623391/usa-core-pce-prices-q3-2-20-vs-2-10-est-2-80-prior
Benzinga Newsdesk,,2024-10-30T12:30:16Z,US GDP (QoQ) (Q3) +2.8% vs +3% Est.,41623377,[],benzinga,,['SPY'],2024-10-30T12:30:16Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41623377/us-gdp-qoq-q3-2-8-vs-3-est
Benzinga Newsdesk,,2024-10-30T12:28:01Z,OPEC+ Could Delay Planned Oil Output Hike Scheduled For December By One Month Or More,41623307,[],benzinga,,"['SPY', 'USO']",2024-10-30T12:28:02Z,https://www.benzinga.com/general/macro-notification/24/10/41623307/opec-could-delay-planned-oil-output-hike-scheduled-for-december-by-one-month-or-more
Benzinga Newsdesk,,2024-10-30T12:16:12Z,"September Total Of Jobs Added Was Revised From 143,000 To 159,000",41623000,[],benzinga,,['SPY'],2024-10-30T12:16:13Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41623000/september-total-of-jobs-added-was-revised-from-143-000-to-159-000
Benzinga Newsdesk,,2024-10-30T12:15:09Z,ADP Nonfarm Employment Change (Oct) +233K vs +110K Est.,41622946,[],benzinga,,['SPY'],2024-10-30T12:15:36Z,https://www.benzinga.com/economics/macro-economic-events/24/10/41622946/adp-nonfarm-employment-change-oct-233k-vs-110k-est
